,pc_1,pc_2,pc_3,pc_4,pc_5
13869,-4.7991467,3.0754735,6.277507,0.45979685,0.733605
13092,-2.8660371,-3.9100752,0.7555839,0.24871376,6.817362
13400,-1.6437175,2.885306,2.928699,4.1867514,-0.076742925
13281,-6.403971,0.14188431,1.5134356,-0.9868775,6.5842485
13199,-5.24309,1.28834,-5.0885983,2.9152048,-0.48718265
13527,-10.970763,19.681736,1.1533854,0.34343588,2.8811517
13300,-6.6742625,-4.2451477,-4.7783914,-0.7010005,1.4690124
13655,-2.1514573,-4.3965125,-0.2579759,-2.943212,7.521476
13356,13.218035,3.720424,-4.799518,-0.81830233,2.529405
13752,-4.877324,7.38229,5.0593605,2.0014045,2.707896
13636,-7.0578685,1.2300822,0.11133902,2.0880997,7.6093044
13266,-5.44857,-2.4281065,0.0860806,-2.3559754,0.47319952
13468,-7.0656047,-4.0391064,2.363911,-2.9145875,8.457961
13856,-7.3253474,11.429885,2.9909768,3.6511555,0.20504092
13591,-7.370468,1.5028307,-6.6939163,2.4817908,-5.111124
13187,-7.300885,-1.0135638,-9.738434,-0.5123411,-5.1012235
13246,-1.6973569,-0.04755019,1.5377005,-0.19428332,-0.6795385
13540,13.221713,2.279339,-4.1702805,-1.1676233,2.3928366
2033,-6.3390193,-1.3954573,0.76731116,-2.2693772,4.840642
1421,2.1071434,-5.382183,-1.1834214,16.088247,0.5435896
1489,15.098161,-0.9642221,-1.7891765,-1.0682178,5.3629436
2004,-3.7769582,2.5826957,-6.0076675,1.66027,1.7377261
1931,-6.0921364,5.707443,1.0379549,-2.3225343,1.7575592
1841,-1.6574908,-6.928124,3.3532717,-3.8165102,1.1108091
1524,-4.9518647,-6.9852858,-3.2892697,-2.763751,4.802902
1704,0.17491522,-4.0937757,7.9778595,4.738697,-5.1314635
1670,-6.502355,-2.2164993,0.54828495,0.92883414,1.0334681
1940,-6.8682423,-0.14559758,2.7066128,-2.666832,1.6320465
1986,-0.6672841,-2.129245,6.3659544,-1.3768592,-3.7109663
1951,-4.4189715,-5.314937,-6.761419,0.06480962,2.0695784
1361,15.927392,-0.5193078,3.0010881,-2.4029405,0.054181952
1416,15.411863,0.0007557099,3.4446366,-3.4600313,-1.9423499
22285,-5.7019897,-2.5458183,-1.521101,-2.6567626,6.077897
22579,14.93265,-0.6247491,5.0180326,-3.4212081,4.3270855
22251,12.426426,9.305175,-0.021531107,-0.87515455,-7.0300603
22801,14.603922,0.4983752,0.19028987,-2.1967275,0.23193516
22916,-6.1259494,2.7906792,-7.451069,-1.0991806,-3.0333517
22260,-11.499679,18.730686,2.1537251,3.644373,1.0943434
23024,-4.446916,-4.990375,3.3642356,-0.4269847,7.158696
22136,-4.897278,-1.9295192,0.91671205,-1.2679428,5.185503
22756,-6.248708,5.502641,1.2378339,-1.1460053,-5.4823284
22470,-1.6183085,-1.0909652,-1.2244331,1.4578284,-1.0074121
23161,-8.160739,7.3449383,-8.472943,-0.7878311,-2.7627873
22420,-5.2707376,-0.8161663,-1.1007584,2.0527198,0.91701406
22402,-4.4812574,-2.7669759,-1.2207471,-1.7942681,0.75744915
22528,-3.663287,-0.7939608,1.960824,0.46080962,6.3348
22197,-3.9413426,-2.6423368,0.5708258,-2.2841768,9.384814
22080,-4.3971543,0.4109341,6.3168497,-1.5194014,-3.5363703
22217,-1.5640688,-2.3827946,0.105914146,2.7157817,7.592945
22108,-3.5170903,4.269774,-1.7617855,-0.54332227,-0.73136455
22940,-6.2106338,20.016684,2.1908526,4.7727,2.4255764
22094,-4.026173,-5.378129,-1.9176121,-1.7046871,6.0251255
22647,-4.5348067,2.5566056,6.564039,0.26345342,-4.4451413
23174,-5.870263,-6.9337745,-2.3719995,-5.9033833,-2.504212
21952,-6.5829206,20.248596,2.5251899,4.105114,3.2894638
23219,-11.528603,18.712793,1.2316796,0.6537925,1.4031775
23039,-3.7458231,-3.2987218,3.0555186,-3.253787,-7.4278135
23197,-3.5274832,1.1813638,3.458463,-0.19312944,3.8826807
22184,-6.0048165,-0.6200282,3.2797527,1.5943778,3.246572
23073,-8.643719,-5.029981,-5.675488,-3.0830355,1.713695
9950,-11.873772,19.12874,1.5968004,0.688143,3.7623222
9912,-9.582009,3.541279,-9.395246,-0.57443506,-4.118482
9873,-6.486777,-6.583552,-1.3910701,-3.2156322,9.361274
9886,-3.0374906,4.670126,1.3802522,3.5672216,1.3714093
9899,-7.9530196,-2.3924406,-0.081113085,-3.371515,9.126187
9834,13.51094,1.2742499,-6.3680077,-0.25636074,1.5584513
9860,-2.1551979,-1.4124322,6.204013,-3.4514174,4.4847283
5656,-4.370169,-4.9652376,-1.0606169,-2.5563626,4.4298263
6932,15.091952,-0.21346733,-1.7294707,-2.3172739,-6.665124
6116,-3.6360252,-4.0121884,3.5948215,-4.6511955,-9.296443
5528,-5.5257134,-1.271378,-3.4968576,-3.0894587,-0.3805848
5211,-7.5363693,-5.772127,-0.12079016,-4.1144457,7.1108584
5620,-6.9463873,-5.4504514,-4.415578,-1.6782068,-4.808992
5175,-7.502545,-0.46587336,-9.746648,1.0323566,-2.986262
9838,13.764079,-0.36593834,-7.2329874,-0.16836621,3.679062
10315,-6.027262,-3.4455497,-6.4178853,-2.6506653,-1.8289944
10273,-4.14266,-1.7846014,-1.9678591,-1.0889784,-1.3404639
10195,-6.9135528,-0.1386935,-5.351133,-1.628602,1.8554757
10108,-6.4424,-3.4426146,-1.7413473,-1.3223536,7.260498
9825,-4.768747,-2.8637164,3.6813116,-5.158487,3.2593503
10058,-2.3789852,6.4847703,3.7324853,1.2865194,-0.4919857
10101,-4.7500877,5.0173974,-8.857275,1.4788623,-2.3353493
10259,-8.679703,4.535845,13.262729,-9.214496,-3.685621
9804,-4.5533185,-2.1473942,2.491134,-1.6474032,6.4311748
9903,-4.051085,-2.0990689,5.0420456,-2.279333,2.3539486
9999,11.702167,7.057962,-5.6715417,0.38542908,1.2073282
10389,-10.801653,19.461674,1.7874005,1.3859067,4.1027484
10041,-0.32153714,-2.9255843,0.18635422,1.1593401,-1.9902751
10212,-2.9883757,-3.0851498,-1.123143,4.0337143,10.412877
10353,-3.699946,-1.6808869,0.9284496,2.6608462,5.141774
10372,-9.983886,19.537786,2.4956381,4.8782964,3.3124316
10397,-8.788813,19.645304,2.3718846,3.847358,3.4559438
10381,-7.1939616,-3.7129622,1.8385011,1.4810859,5.121376
9814,-1.0395589,8.023126,3.5314164,1.1699294,-0.5083246
10363,14.634924,0.67818135,-2.674467,-1.4459343,1.2032843
9864,13.668261,4.3013577,9.507719,-5.5552254,-4.201883
10244,-8.798015,1.1094799,-7.961728,-1.2224817,0.62296
10301,-8.153059,-2.7094495,-4.6658974,0.26002672,7.4966545
9942,-3.3594944,-6.9362535,5.078462,-4.1640463,6.088268
10065,-5.548534,-2.9999154,4.364568,-1.4892462,0.08999696
10131,-7.213406,-0.8008529,-8.142119,-1.1476436,-3.6224356
9988,-1.9425507,-4.5538144,-0.5118062,1.4285702,8.003894
9835,-7.9340987,6.419036,3.2191548,-0.7977677,3.1615498
9913,-2.4007506,-3.8802702,3.0272279,-1.062848,-4.218214
9926,-9.06016,19.751049,2.3123467,4.796653,1.5501269
9900,-4.779103,-6.5388293,3.0606134,-4.7010612,-1.5414865
9996,-7.044549,0.0063511375,-7.9883633,-3.412766,-5.1204853
10018,-3.167714,-2.8676078,0.24589221,0.4572103,-5.9905887
10055,13.566915,6.0859327,9.166211,-5.0137157,-4.695278
23777,-4.5418625,-6.7346444,-5.854808,1.1230264,2.5065596
23806,-3.355224,-4.290661,-5.1242495,0.5453173,4.490936
23834,13.888412,1.8712214,0.52974707,-0.36989895,6.5042667
23747,14.175939,1.0345203,-4.98923,-1.0198207,-3.60352
23732,-5.383679,-0.83150125,-1.1402526,1.2606475,6.990447
23792,-8.191515,1.9114851,-8.2416115,-0.21726453,-5.2111917
23820,-8.394352,1.3353103,-0.9461023,-0.24799526,0.31039256
24933,-9.114375,4.7790537,-9.98322,0.83516544,-6.778054
23848,-4.8606257,-4.9161057,0.48033196,-3.5002422,4.3826876
23733,2.9619648,-4.800504,-2.6256695,3.3185647,-1.9690479
25229,-3.9881265,-7.707645,-0.86181724,-0.11136937,3.6843483
24807,12.514819,3.6219814,-4.2260575,-1.233699,-2.6460428
23835,-4.4142056,-4.4443636,-1.7939289,-1.7867209,5.494649
25130,-0.9594117,-4.1647525,3.1765537,0.8117256,-11.422479
25603,-5.627468,2.0185518,-10.569873,0.07737721,-3.566659
25933,14.810062,2.4453592,10.064794,-5.7357216,-3.185713
25020,1.8660592,-5.1552315,-1.104213,17.042137,-2.4960093
24445,-4.7307143,-3.0286627,-2.543545,0.25189966,6.322436
23821,-6.635757,-5.8548107,-7.6389823,-3.636686,-4.3105044
24010,-5.001942,-0.79954,2.6395452,0.5659579,-1.9767102
23748,13.2322645,2.9263818,-3.0586185,-1.3813751,3.267312
26021,-3.2038708,-4.6829042,-4.8233757,0.30440623,5.5867805
24618,-12.651281,18.942474,1.3001553,-1.4320674,3.3345184
25185,-9.609872,19.452272,2.075607,4.547415,4.094872
25579,13.868819,1.4970385,-6.9756556,-1.1596668,-0.7405555
24971,-2.6561074,-6.0031404,0.33478072,0.0957892,6.3648396
26360,-4.3461146,-5.522513,-2.5803869,1.4181681,-0.010232148
25041,-3.9179015,-6.728276,-4.21789,-1.8063167,4.734841
4825,-5.4204674,-6.232058,-1.2164111,0.3205743,4.7171893
5778,-3.263313,-0.049987234,-8.222398,5.6565948,-6.25531
5249,-3.3813617,-5.6089807,4.385917,-5.8943806,-1.5028986
5321,13.896649,0.91669196,-6.01126,-0.22270307,1.5680642
6380,-6.7530603,-2.7835052,-8.758989,0.18099254,-2.7137504
6880,-3.1280186,-4.631402,1.5575191,0.6833346,1.6854004
4752,-6.528388,-6.1491227,-4.03308,-3.917682,1.022662
5111,-7.1236672,-0.69591093,6.143608,-4.227862,-4.3449974
6674,-11.185714,18.92789,2.0742905,0.29969287,4.1018143
5939,-10.085123,4.4908557,-9.537601,-0.27581552,-4.3327446
6527,-5.545325,-3.2011251,-8.068528,-0.23634546,-3.8256712
5230,14.273798,1.8351402,-4.1448092,-1.175142,-1.3654552
6392,-9.051697,7.2381797,-8.17568,-1.9618835,-1.0054874
5267,-6.499174,-3.1757135,-3.5223556,-1.9517149,2.170103
4758,13.9581785,2.4002192,-2.030928,-1.9028368,-0.06860925
6789,-2.258493,-7.3854356,3.915047,-0.89411706,6.660871
5130,-6.42298,-5.7307734,5.7492743,-8.353982,-1.0171977
5085,14.205994,0.45851716,-0.6724548,-2.0790567,3.2038183
6472,-8.806314,-1.7573513,-10.849587,-1.0672827,-1.5208943
6545,12.719372,2.1485875,-9.282832,-0.13971955,2.3416488
6552,-2.5981839,-3.9149501,4.453073,-0.61230433,-6.0228877
19857,-0.7116333,-6.0505295,9.465161,-2.0201585,-4.0567985
19801,2.0818167,-4.1675897,7.388072,14.049962,-9.4736595
19457,14.612913,2.9210517,-3.1368804,1.1338669,2.2951894
19754,-4.5090184,-3.9763896,1.514774,2.285734,6.1970263
19553,-4.894571,-4.4089017,-2.6908026,-0.5889513,5.4224343
19465,14.546187,-0.71408206,-8.064274,0.59972644,1.4077839
19519,14.388266,2.0714679,6.616237,-3.0350955,3.0892868
4853,14.089095,1.5331197,-2.7938986,-1.1803,1.9206103
4960,-4.1448307,2.9359565,-8.530594,0.33965424,-5.6917877
6343,-4.7953825,-1.4633818,-7.434581,1.5302906,-1.5450132
5952,-2.2655013,4.2961,2.1122365,3.5532656,-7.1817207
4770,13.561727,5.6832485,1.4005929,-1.4415864,-4.9559383
5285,14.577105,0.23768045,-7.5859957,-0.2574787,-5.7619643
6029,0.9074535,-4.2445803,-5.424233,2.7829084,0.16459428
5012,-5.025846,-2.9816692,-8.194555,-2.034229,-2.815517
6913,-7.524691,-2.463837,-7.481144,0.01072838,-6.2258296
5983,-4.5123916,-2.664775,3.9493542,-2.94697,-4.9355145
5511,-3.2610707,-6.52575,-4.0786843,2.9826508,0.47824305
5339,-7.8294787,-4.264934,-7.1336684,-2.8438728,-6.361635
5764,-4.872066,-5.3171597,-0.04974125,-2.6987636,2.9446788
6102,0.7153945,-2.4692755,-2.4401753,4.6549706,-3.2188797
6059,14.920451,-2.4220717,-3.7582264,-2.930129,-5.067461
6212,-5.1279864,-6.6727777,-3.8906672,1.0254066,5.797031
6903,1.0008119,-6.6827393,-3.0731401,12.757578,-0.9932497
5721,-4.4118447,-5.6798534,-0.54122686,-1.6206586,3.085663
6303,-8.350862,0.2898071,-8.450437,-0.76073897,-2.7117333
6923,-7.169678,3.0223174,-4.724569,-3.0045414,-4.735553
4867,-4.947164,-6.149866,-4.2466025,-1.9358678,-0.7669986
6690,14.2725525,2.7246287,-1.8304036,-0.9210183,1.3735889
6750,12.366438,2.3028948,-12.005546,-0.22141312,-7.010154
6841,-4.4925504,-1.4105233,-5.560008,3.2626822,5.305496
5159,-5.985259,-2.0877302,-2.3850183,-1.0279266,2.254959
6892,0.519141,-6.964845,3.8241217,11.013845,-3.511334
6450,-1.6236774,-4.09703,-3.8272758,4.8165207,-5.6545825
4796,0.42699283,-6.454638,2.6628864,6.466263,-1.5303017
5488,-0.42978066,-4.6888633,-5.171766,8.660266,-7.3932476
6014,13.504325,2.8788426,-4.0170813,0.09361717,2.7838073
4973,-12.187945,19.022385,2.253544,0.15574162,4.2276797
4764,-6.1342897,0.5550883,1.9287043,-3.4104533,1.6527611
5303,-6.072363,-3.603394,-8.062642,0.53706104,1.1732546
6144,-6.6316123,-2.0607085,-9.856695,-2.291804,-4.3284645
6317,-6.4606695,-2.647609,-3.1583405,-3.0630867,-4.668801
5442,-3.0938587,-0.23557271,3.3442626,-0.13994837,7.306603
6763,-3.1975574,-3.8493252,-0.42643917,-0.33670816,3.7980502
6404,-0.36580816,-3.1676497,6.9527726,-0.07828386,-8.401956
5417,-1.2010499,-4.622649,-2.3709717,0.22073294,2.2791262
5736,-6.420976,-3.0814755,-5.8263392,-1.250302,-3.79961
5541,-3.9014664,-9.703078,2.4406161,-0.7648057,0.6560316
6854,14.261097,-0.7609758,-1.4994024,-3.9461894,-6.728304
5431,-5.6941304,-4.940548,4.281967,-5.5294094,-4.1744537
4782,-6.1939287,2.0300543,0.71498436,-1.6587925,-9.03819
5491,-5.2265596,-1.2124856,-6.8380423,-0.1828672,-5.263646
5503,0.39878726,-5.8670964,0.60081863,12.2007475,5.4391074
5036,-4.3249936,0.054067746,-1.081706,-1.3490961,-8.043516
6130,13.217153,0.17851853,-8.53828,-0.34247977,2.850623
6220,-4.912366,-1.3121033,-7.598408,0.369597,-4.7691708
5024,13.311658,3.779007,-7.2414002,-0.81537724,-3.9141414
5750,-2.797992,-7.4208736,-0.8091539,-3.367131,-1.2588483
5999,12.34558,2.4565024,-3.644478,-1.7641671,6.174162
5496,-9.443416,19.843994,1.7210245,1.7498885,2.9787576
6044,-2.5043151,-4.8316708,3.910227,-1.708073,-2.7689419
5372,13.792947,1.9942324,-0.5459528,-4.052764,-4.2747455
4986,-7.464726,-4.0355535,-6.869114,-5.448727,-4.2004457
5638,-6.5426497,-3.560826,1.917299,2.6411364,4.3734946
5091,12.786076,3.2853842,-10.028626,-0.12023854,-3.3716764
6416,13.358312,1.6453035,-9.916164,0.6678163,-1.0052929
5554,-3.4573052,-3.9930582,-7.3604503,2.402322,-4.1358466
4908,-5.8212614,-2.9246657,-3.6824546,0.47510466,-0.22820026
5569,-4.5903573,-4.76895,-3.9951391,0.45204103,0.94331306
5673,2.6456876,-7.2286873,5.829549,13.740615,-8.503608
5485,-5.199732,-5.4523664,-5.100682,-1.3087442,-0.27871782
6172,-4.57494,0.88289106,-3.1527708,-3.4200883,-2.982591
6428,-3.2893941,0.71252686,-4.3781924,3.951135,-3.4088824
6736,-6.9642916,-0.8344034,4.5535517,-7.9486384,-6.6910143
5101,-4.863831,-0.7552246,1.3102558,-0.63672495,-7.5148234
6516,13.74673,1.0866039,1.2673448,-2.8226957,1.3790056
5689,-6.3404536,-3.8446023,-6.784751,-0.45871463,-2.8468854
19954,14.165878,4.737773,-1.0452932,-0.91323644,-1.4172758
20181,-5.0376005,-2.6356091,0.8175578,-1.0588048,0.36986014
19935,-3.5471554,-2.2865968,7.9567833,-2.737768,1.7071741
19722,-3.254174,0.121836685,2.4898884,-5.07945,-4.2556605
20090,-3.0079882,-0.815561,-5.5453725,1.322166,-0.034703895
19786,15.1520605,1.9179851,0.41754976,-1.551615,-0.58471656
20033,-4.308979,-3.7020328,-4.174538,1.2801638,-1.83377
6368,0.5031008,-6.524505,-3.8462908,7.6103253,-2.2828422
5584,13.820214,-0.29904002,-8.867708,-0.26925147,3.1099174
6721,-1.9662129,2.2752476,13.605517,-4.6591477,-5.176421
6356,-3.9292483,0.6533143,0.9021086,-1.7657567,1.9049723
5519,-4.859341,1.2285434,9.869622,-4.5599604,-4.1432157
6815,-5.7494144,0.67284685,14.10623,-6.7526007,-4.358019
5387,-5.4855914,-6.0945663,-1.6145078,-5.0334854,0.63081867
2410,-3.8833427,-3.5608025,8.319487,-4.0404797,3.3748114
2190,-0.2538926,-1.8246919,9.436263,12.723777,-0.7106972
2097,14.8240385,2.4233696,1.6697748,-1.0773417,0.40544415
1876,14.823994,1.3665979,-0.28357086,-1.054223,2.0716224
2275,-0.6304721,-2.644132,10.226433,3.3767266,-0.79757684
2515,-4.9024963,-5.6404567,3.6099415,0.239836,3.5597386
2069,0.08545201,3.5536504,4.0393343,3.8819194,-0.10984248
2009,-5.8903155,3.0612824,6.312552,0.81039155,0.9597381
1843,14.248745,3.1668742,-1.9096489,-0.5332972,1.3297766
2211,13.961937,2.9888232,4.6455383,-1.7836632,6.7197547
2111,-0.05427242,-4.123355,2.9987683,0.064260446,-0.42922753
2578,14.021734,4.7121363,4.5332193,-0.9146289,3.1397676
1919,-1.1106486,-0.9621326,0.0916934,0.9109593,4.1739836
1902,13.569687,3.6737955,-2.9812093,-0.3507693,2.2159746
2617,14.7995825,0.8165757,2.8729832,-0.76090586,9.051933
2471,-3.027033,-5.544107,6.534461,-1.9237293,3.3383884
2554,-3.8585885,-1.0740762,4.5182443,0.1921653,-1.208836
2001,2.2049394,-3.6108873,7.677417,4.912735,-1.5092417
2320,14.838325,0.9075963,1.5787895,-1.5023475,1.8255515
2305,0.43856487,-5.335862,10.584576,7.0763197,2.8863547
2423,0.21352847,-4.4529696,5.555385,5.9502244,-1.3612251
2345,-3.397914,-2.4807122,1.7071415,0.41198185,3.7626472
2493,1.9322162,-3.108308,1.033155,16.925608,-1.9436401
1892,14.049225,3.4103208,7.3843527,-3.1954267,3.0409658
1790,15.243772,0.8419653,1.0088776,-1.7897614,-0.79778004
2504,-0.9746343,3.6844573,4.669118,14.960269,-4.306498
2436,0.9214505,-0.862246,3.27942,2.3645008,1.7251514
2630,-5.813792,5.819943,5.6703143,0.2096166,3.0577261
1804,14.774279,2.1060517,3.4531796,-1.9755914,1.6716188
2220,-0.49353674,-2.1887808,5.093556,-0.8124374,-0.6490085
1912,2.0041819,-3.448979,7.7045684,16.012589,-2.8130236
2229,13.204678,3.9900668,-3.4774945,1.0225519,6.1432076
2653,15.640243,1.5019023,2.9564629,-1.9650116,0.50604296
2525,14.484842,4.4098463,-0.29646105,-0.62119985,0.42178214
2261,14.6201725,3.6891212,11.678525,-6.051765,-4.33015
2547,14.381254,2.6437392,2.6541946,-2.4578297,-0.90038425
2237,3.2956913,-6.166116,9.374713,13.177707,-2.877368
1897,13.279881,3.219955,3.815229,-2.706793,2.1409123
2460,1.4832233,-1.1704859,8.352575,16.639957,-1.7205842
1956,13.64901,5.517021,5.1671934,-2.155698,-3.0727727
2083,13.88508,4.555896,5.113705,-1.4122955,3.9080315
1968,-10.100376,19.328838,2.6175528,3.2463844,3.9995914
2482,14.090833,3.0112853,3.5379493,-2.7470875,-0.955477
2540,-2.9441369,-3.6667266,8.532134,-5.4218545,-3.1682158
2056,1.0017624,-3.8930821,6.9269586,15.099613,6.588978
2533,14.944759,2.3134089,0.8271293,-1.7816477,-1.1247064
2125,3.2841046,-3.8433008,12.949023,14.290538,-8.155103
2245,-0.97049373,-2.3194838,6.0554285,5.1356897,0.37655053
1907,-3.9038866,-0.79671,10.128098,-4.9333844,-7.377043
2591,-5.0146294,4.351365,5.1599574,3.6556332,-0.72030437
1831,0.72810304,-5.101639,8.305322,1.3645135,3.5874546
1818,-1.2982047,0.38306084,-4.4682093,4.5112567,-3.8749294
1884,14.8073635,-0.6242251,-4.8683662,-0.9519253,-1.4143841
1992,15.53906,-1.0106237,-1.4432763,-0.29821092,5.2385945
2201,14.10031,2.8648968,1.3979534,-2.5139437,-2.8892028
2448,-0.6750437,-1.926867,3.6561904,4.870606,-0.25006342
1945,14.952869,0.65855503,3.1102896,-1.7584997,6.4176583
1926,14.969582,0.84330505,1.4510031,-0.5471741,5.744312
2166,-0.38749537,-1.2567805,9.794755,5.9706855,-0.95700544
2290,-1.2488725,-4.7568865,1.9124858,2.1346545,1.173469
2642,-0.5601618,-3.451376,4.0214634,15.895806,4.418303
1855,2.3387356,-3.1944122,7.6195045,16.711403,-1.4033146
2566,-1.3941573,-0.8732462,4.0323935,0.74888664,2.5520582
19672,2.0188618,-2.6898577,3.335435,17.29919,-3.8363929
19993,13.423406,5.435242,-1.7987963,0.2583222,1.9458586
20071,14.564724,-0.8817898,-1.5953902,-0.7964238,6.606362
20109,-4.4335017,-1.4816502,-5.8295527,4.546093,1.9006258
19891,-2.2540002,-4.1749544,4.0812316,0.3046345,-4.3300424
19706,-0.6111876,-1.0794905,-3.3367586,14.522375,-4.880899
19858,-6.130368,1.1085461,-3.264608,-1.1147827,-2.0368288
15566,15.047902,3.002436,2.1378114,-0.58577484,1.9632778
15558,-0.7036009,-5.0914793,2.6440015,11.28946,2.5721264
15470,13.353546,2.5833814,0.37637493,-0.89586973,6.389402
15320,1.2284027,-4.401607,0.6910995,6.0235763,7.268382
15266,-3.178269,-4.289048,-2.8855007,-0.08610418,0.92821866
15513,13.53437,2.5785294,-3.914547,-1.0899031,0.24571362
15390,1.556031,-2.1690047,-0.6922678,5.517383,3.0667286
15543,14.38099,2.1736429,-1.4053607,0.52553844,5.3248453
15284,14.153776,2.7768707,-0.9031527,-0.5316092,2.0520911
15551,13.320588,3.870965,-3.3022497,-0.31213745,-0.3147688
15302,-1.127208,-5.4198856,1.9706497,5.111437,0.757476
15438,-3.3559089,-5.950097,1.8193953,-0.17450397,0.2611041
15562,-4.1076355,-2.5963128,-6.9708457,2.3404193,-3.5717556
15500,14.1414175,-0.39416423,-8.250333,-0.21420848,-0.6030856
15406,-4.615994,-0.013087954,-2.6693974,-1.1220963,-1.0812132
15422,-3.197497,-2.8017867,-4.4268827,1.8999863,1.6354462
15485,-0.61681706,-5.095866,-1.93424,3.8035297,5.602023
15454,13.5266485,3.8987288,-2.332659,-0.25675207,2.066324
15338,14.515421,0.39348158,-5.714875,0.55195457,3.171554
15373,-3.1924405,-3.00255,-3.8781986,-0.059186317,3.0430565
15248,-2.283706,-4.6515727,-4.218684,5.3791966,1.9460768
9879,-5.75957,-2.0691519,-2.8421018,-0.14867282,4.6567907
9918,-5.7216663,-2.2692237,-1.0289671,-4.4748216,-1.7609404
10043,-3.9663894,-0.9802075,-5.3721714,6.571614,4.970437
9892,-0.3052154,-2.983961,-2.7229085,2.478081,-5.6110597
10012,-7.606198,1.6221274,-3.726557,-0.27731642,-0.92292506
10051,-3.0901563,-5.4770246,-8.121078,4.97346,1.3217435
10001,12.901654,5.8227277,-6.2020407,-1.0202758,-6.05603
9968,12.706251,3.5564861,-6.900676,-1.2196089,-1.7743789
9990,-6.2390575,-4.1944165,-9.104385,-1.1498641,-1.6609225
9866,-6.8607545,-6.3427,-0.39292952,-3.8528569,1.9627186
9956,-6.056675,-3.923449,-1.5411948,-0.6073446,-3.1051345
9806,-8.082048,20.113613,2.1381152,3.7948291,3.273232
9840,14.044093,3.6685307,-0.8688426,-0.72360873,2.2006667
9827,13.7095785,1.042891,-0.055531316,-0.7008826,7.917418
22050,-1.3971058,-5.043219,7.6951594,-0.20848419,1.1331673
21992,15.309182,-1.0219996,-0.4806329,-0.8080282,4.4041023
22022,14.65966,1.9495466,5.298917,-3.1968968,0.5210266
22092,10.480376,-0.52535045,5.7070003,-1.1403339,-0.9849614
22078,14.979108,-0.8874291,-2.1033926,0.14179721,7.17397
21964,14.193309,1.1616144,-5.9569554,1.3992114,5.8299026
21978,0.46053538,-5.395849,-4.799419,6.1787763,0.06458133
5310,0.16807337,-2.388491,5.237145,15.205866,-0.46820876
5181,0.59830916,0.5732693,11.814771,3.0726328,-7.485864
5292,-2.7239645,-5.842292,5.618636,-3.039902,9.0471525
5200,-4.592904,-3.6644864,3.4649835,-2.053368,5.9622617
5238,15.088804,1.6620171,-2.5381715,-0.31105754,-1.5688423
5345,-4.597806,-5.902995,0.042297382,-3.8051295,7.006158
5328,15.476221,-0.08829743,7.9884605,-3.145841,3.8651385
18851,-6.817044,-1.9328157,1.2433298,-3.7546048,-2.937198
18951,-0.70806956,-4.291285,11.7275715,-1.1448904,-2.414363
18751,-3.9742427,-3.8451142,0.8201745,2.0673888,0.3814568
18740,-5.109102,-4.3569083,7.6278234,-7.969524,-3.855357
