,0,1,2,3,4
157,15768,Thon Hotel Brussels City Centre,"excellent breakfast, very large hotel with a homely feel, very helpful staff and central location, very clean and comfortable room",,10.0
158,15671,Thon Hotel Brussels City Centre,,The cleaners left our door unlocked and unattended twice with our valuables inside!,4.6
159,15240,Thon Hotel Brussels City Centre,The City centre,The taps in the bathroom and  the shower didn't work as well as they shoild,10.0
160,13810,Thon Hotel Brussels City Centre,Excellent breakfast,Sauna could have been open longer.,8.0
161,13932,Thon Hotel Brussels City Centre,Location,"Small rooms, old elevators and noise from other rooms.
",7.0
162,15276,Thon Hotel Brussels City Centre,Great location very comfortable,No option to adjust aircon in the room,10.0
163,13853,Thon Hotel Brussels City Centre,,The bar staff were slow and not very friendly,8.8
164,15825,Thon Hotel Brussels City Centre,the staff is courteous and efficient,"the superior room is spacious but the use of the space is awkward, very little space for your clothes, int the bathroom the rack for towels is just above the shelve, so they cannot be properly hanged, you get a dressing gown, but there nowhere hooks to hang them, you need to lie down on the floor to use the safe as it is just at that level, plugs are at locations useless for your computer use unless the cables become traps when you walk. The choice of colors is cold (grey and green) and the bathroom materials on the cheap side.  If you like to take part in the life on the street, rejoice, the quality of the insulation of the building allows you to enjoy the noise of the street works during the day and the sirens of police/ambulances during all night",5.8
165,15600,Thon Hotel Brussels City Centre,,Staff for front disk not polite he raised his voice on my wife and me and did not respect us.,3.8
166,16004,Thon Hotel Brussels City Centre,"It's walking distance from the city center
Have breakfast at the place at the corner, it's awesome ","After booking there was an email offering extra upgrades to the room, but when we arrived apparently this wasn't an option",7.1
167,16065,Thon Hotel Brussels City Centre,,The breakfast was too expensive. There should have been more than one option of breakfast offer.,6.0
168,10113,Ardenne B&B,"Beautifully decorated room in a modern setting. Perfectly clean room & bathroom, no speck of dust to be found. Separate entry for the guest section, giving you the opportunity as a guest to have your privacy. Friendly host that was welcoming & pool is available to be used for the guests. We really enjoyed the breakfast, it came with homemade yoghurts & jams, fruits, croissants & fresh bread - so definitely enough to start your day & very tasty!","The location is a bit outside of the city centre, easy to be reached by car but by bike you need to climb a hill in order to reach the place.",10.0
169,10124,Ardenne B&B,"very good breakfast, french style, home made products, very pleasant hosts, adorable pets, opportunity to enjoy a very good live performance of classical music (Mozart, Chopin..), impeccable cleanliness, super location that offers you splendid walk through nature, extremely comfortable suite.",,10.0
170,10137,Ardenne B&B,"I fully recommend Ardenne B&B. It is very well located, in a nice and quiet area, ideal for visiting the surroundings. The rooms are spacious, clean and well equipped. The owners are  friendly and welcoming. Breakfast was delicious.",,10.0
171,10168,Ardenne B&B,"Hosts are nice and kind, and their dog is adorable. We felt welcomed. It's a good place to rest for a few days and enjoy nature around. ","It is a bit difficult to find, specially in the dark. There is no sign at the entry.",8.0
172,10150,Ardenne B&B,"Superb breakfast, stunning view from the room, host very polite and nice!",,9.0
173,10186,Ardenne B&B,"I booked this B&B simply because its location (near to La-Roche-en-Ardennes, Chouffe, etc), but it really surprised me: a modern house in the middle of the forest, everything is modern and clean.  The highlight: an excellent breakfast.  I recommend this place for a relaxing weekend in the Ardennes BTW, we also bought honey produced at the same place.. super lekker!",There is not any visible advertisement with the name of the B&B. It took us 5-10 min before finding the right place.,10.0
174,10220,Ardenne B&B,"Super nice and kind hosts, calm surroundings and fresh air, peaceful and cosy room, had a great sleep, super tasty local food for breakfast, very nice stay",,10.0
175,14361,Thon Hotel Brussels City Centre,"The staff were friendly and supportive. 
The rooms were clean. ","The price is a bit hiked up. 
My room was next to the on-going construction site and therefore was sometimes noisy. The good thing the noise was restricted to non-sleeping hours. ",9.6
176,15365,Thon Hotel Brussels City Centre,,"Wake up at 7.30 with the crazy noise of the reconstruction. Ask the reception and the answers :
-you really hear that they work on the 3 rd floor
-we can not control them another company
-we can not inform you we dont know when they start
""The receptionist"" on July 16 th 9 am. and ""his college"" behind the desk..both of them are very impolite and couldnt understand that they are working at a hotel and clients are ""Guests"".dont know the simple word ""we are sorry"". ",2.5
177,14897,Thon Hotel Brussels City Centre,"The staff lounge and bar area is comfortable and inviting. Room is decent, comfortable bed and pillows, adequate bathroom.","There are huge works going on next door, the noise started at 7:15 AM. They provide earplugs for one person, which is a nice gesture, but if you book a twin room, they should provide two sets of earplugs.",7.9
178,15865,Thon Hotel Brussels City Centre,,"Impersonal service, AC was not proper. Would have appreciated some guidance",5.4
179,15446,Thon Hotel Brussels City Centre,"Great location (about 5 min from train station, 2 min from metro station), close to city center. Wonderful breakfast, comfortable bed. ",,10.0
180,15210,Thon Hotel Brussels City Centre,,"Registration not clod 
 i note told  housekeeping already but them don't to improve a problem ",6.7
181,15478,Thon Hotel Brussels City Centre,"Optimum location! 10 minutes walking from brussels north station, 10 minutes walking to grand plce and surrounding area and right in front of the shopping street. Room was super clean and bed was comfy. There's a nespresso machine in the room. Ear plugs are provided in the room due to the construction work surrounding the hotel. ",Nothing. It was perfect.,10.0
182,13902,Thon Hotel Brussels City Centre,Ideal location for my work project. Ideal location - walking distance to the Grand Place. Major Metro stations within 100 mts. Complimentary water in the rooms.,Very small and slow elevators.,7.9
183,14235,Thon Hotel Brussels City Centre,"Staff
Location 
View of Brussels
Equipement",,8.8
184,14261,Thon Hotel Brussels City Centre,"Staff are all very nice, speak good English. David is very friendly, answered all our queries, make sure our stay are enjoyable. He suggested us to visit Bruges where the place leave the most memorable and enjoyable stay in Belgium. Hotel is in good size and comfortable. Nearby building were under construction and blocked the name of hotel, had little difficulty in finding the hotel at the beginning, perfect otherwise. They have a great selection of breakfast! Highly recommend! ",,9.6
185,15856,Thon Hotel Brussels City Centre,,"The elevators were terrible. I waited for more than 15 minutes! Towels were more 1 star then anything else. Construction work was a problem (sound, vibration) in the morning.",6.3
186,13825,Thon Hotel Brussels City Centre,"Comfortable bed. Nice touches like Thursday specials, Monday shoeshine..",Going downstairs to reception. Squeezy soaps (hate them).  Rather dark in the room.,8.0
187,16103,Thon Hotel Brussels City Centre,Location and wifi we're good.,Dark hallways with lights that would just go off and you couldn't see as you tried to find your room.  32 Euro breakfast per person.  Building under construction.  Tiny small elevators.  No dinner / restaurant in hotel.  Facilities such as sauna did not work with my room key.,6.7
